Model,Avian,Benthic Invertebrate,Cetacean,Fish,Plant,Insect
lomolino,108.43250497911231,,13.241291126790513,189.64301495387082,74.5093226414543,316.91096089787874
asymp,9.30818430520705,69.74511873116089,1.0328833352725981,44.295838827390696,3.2407745187340993,35.85850426689154
michaelis-menten,45.54723996195,153.0785185066666,1.3286694283943272,123.03083045454505,7.981726146827924,75.6083974072184
