taxonID,scientificNameID,taxonConceptID,taxonomicStatus,kingdom,scientificName,verbatimIdentification,taxonRank,vernacularName,taxonRemarks,identificationQualifier
KL_Avian_0000059,73651,t0029333,accepted,Animalia,Glareola maldivarum,Glareola maldivarum,species,燕鴴,,
KL_Avian_0000089,75843,t0066421,accepted,Animalia,Ixobrychus sinensis,Ixobrychus sinensis,species,黃小鷺,,
KL_Avian_0000125,56375,t0097038,accepted,Animalia,Falco subbuteo,Falco subbuteo,species,燕隼,,
KL_Avian_0000134,57331,t0095999,accepted,Animalia,Lanius bucephalus,Lanius bucephalus,species,紅頭伯勞,,
KL_Avian_0000179,91192,t0048258,accepted,Animalia,Turdus hortulorum,Turdus hortulorum,species,灰背鶇,,
KL_Avian_0000224,71416,t0062498,accepted,Animalia,Emberiza melanocephala,Emberiza melanocephala,species,黑頭鵐,,
KL_Avian_0000225,56155,t0096859,accepted,Animalia,Emberiza fucata,Emberiza fucata,species,赤胸鵐,,
KL_Avian_0000071,60050,t0098967,accepted,Animalia,Sterna dougallii,Sterna dougallii,species,紅燕鷗,,
KL_BenthicInvertebrate_0000034,68321,t0078926,accepted,Animalia,Coenobita rugosus,Coenobita rugosus,species,皺紋陸寄居蟹,,
KL_BenthicInvertebrate_0000036,74013,t0064842,accepted,Animalia,Grapsus tenuicrustatus,Grapsus tenuicrustatus,species,細紋方蟹,,
KL_BenthicInvertebrate_0000037,74010,t0029403,accepted,Animalia,Grapsus albolineatus,Grapsus albolineatus,species,白紋方蟹,,
KL_BenthicInvertebrate_0000039,71968,t0062989,accepted,Animalia,Epixanthus frontalis,Epixanthus frontalis,species,平額石扇蟹,,
KL_BenthicInvertebrate_0000040,79073,t0027966,accepted,Animalia,Metopograpsus thukuhar,Metopograpsus thukuhar,species,方形大額蟹,土夸大額蟹 | 平分大額蟹,
KL_BenthicInvertebrate_0000041,82139,t0082709,accepted,Animalia,Pachygrapsus minutus,Pachygrapsus minutus,species,小厚紋蟹,,
KL_BenthicInvertebrate_0000043,69459,t0079952,accepted,Animalia,Cyclograpsus intermedius,Cyclograpsus intermedius,species,中型圓方蟹,,
KL_BenthicInvertebrate_0000044,84278,t0031945,accepted,Animalia,Plagusia squamosa,Plagusia squamosa,species,鱗形斜紋蟹,瘤突斜紋蟹 | 礁扁 | 白底仔,
KL_BenthicInvertebrate_0000047,72089,t0063105,accepted,Animalia,Eriphia ferox,Eriphia ferox,species,兇猛酋婦蟹,凶猛酋婦蟹 | 司氏酋婦蟹,
KL_BenthicInvertebrate_0000048,72091,t0029012,accepted,Animalia,Eriphia sebana,Eriphia sebana,species,光手酋婦蟹,,
KL_BenthicInvertebrate_0000059,76752,t0067194,accepted,Animalia,Leptodius sanguineus,Leptodius sanguineus,species,肉球皺蟹,,
KL_BenthicInvertebrate_0000064,82099,t0082670,accepted,Animalia,Ozius tuberculosus,Ozius tuberculosus,species,疣粒團扇蟹,,
KL_BenthicInvertebrate_0000065,71825,t0062861,accepted,Animalia,Epigrapsus notatus,Epigrapsus notatus,species,橙螯隱蟹,顯赫表方蟹 | 黃螯隱蟹,
KL_BenthicInvertebrate_0000066,73479,t0029292,accepted,Animalia,Gecarcoidea lalandii,Gecarcoidea lalandii,species,紫地蟹,,
KL_BenthicInvertebrate_0000067,79023,t0069152,accepted,Animalia,Metasesarma obesum,Metasesarma obesum,species,肥胖後相手蟹,,
KL_Insect_0000049,89138,t0046444,accepted,Animalia,Sympetrum fonscolombii,Sympetrum fonscolombii,species,紅脈蜻蜓,,
KL_Plant_0000089,57673,t0058473,accepted,Plantae,Lycianthes biflora,Lycianthes biflora,species,雙花龍葵,,
KL_Avian_0000029,60792,t0096713,accepted,Animalia,Zapornia pusilla,Zapornia pusilla,species,小秧雞,,
KL_Avian_0000102,73959,t0029387,accepted,Animalia,Gorsachius goisagi,Gorsachius goisagi,species,麻鷺,,
KL_Avian_0000114,57963,t0096403,accepted,Animalia,Milvus migrans,Milvus migrans,species,黑鳶,,
KL_Avian_0000190,76356,t0027317,accepted,Animalia,Larvivora sibilans,Larvivora sibilans,species,紅尾歌鴝,,
KL_Avian_0000192,57351,t0096014,accepted,Animalia,Larvivora cyane,Larvivora cyane,species,藍歌鴝,,
KL_Avian_0000196,72930,t0063855,accepted,Animalia,Ficedula zanthopygia,Ficedula zanthopygia,species,白眉鶲,,
KL_Avian_0000212,54125,t0100039,accepted,Animalia,Anthus trivialis,Anthus trivialis,species,林鷚,,
KL_Avian_0000040,58235,t0098089,accepted,Animalia,Numenius arquata,Numenius arquata,species,大杓鷸,,
KL_Avian_0000122,56352,t0097002,accepted,Animalia,Eurystomus orientalis,Eurystomus orientalis,species,佛法僧,,
KL_Avian_0000123,57266,t0095964,accepted,Animalia,Jynx torquilla,Jynx torquilla,species,地啄木,,
KL_Avian_0000132,55864,t0097989,accepted,Animalia,Dicrurus hottentottus,Dicrurus hottentottus,species,髮冠卷尾,,
KL_Avian_0000140,6233,t0009615,accepted,Animalia,Alauda,Alauda,genus,雲雀屬,,
KL_Avian_0000193,57663,t0096228,accepted,Animalia,Luscinia svecica,Luscinia svecica,species,藍喉鴝,,
KL_Avian_0000205,57617,t0096205,accepted,Animalia,Lonchura punctulata,Lonchura punctulata,species,斑文鳥,,
KL_Avian_0000061,60042,t0098965,accepted,Animalia,Stercorarius longicaudus,Stercorarius longicaudus,species,長尾賊鷗,,
KL_Insect_0000050,90546,t0047674,accepted,Animalia,Tramea virginia,Tramea virginia,species,大華蜻蜓,,
KL_Insect_0000091,72283,t0063274,accepted,Animalia,Euconocephalus nasutus,Euconocephalus nasutus,species,鼻優草螽,,
KL_Plant_0000070,21820,t0053384,accepted,Plantae,Digitaria henryi,Digitaria henryi,species,亨利馬唐,,
KL_Plant_0000079,23426,t0054716,accepted,Plantae,Paspalum scrobiculatum,Paspalum scrobiculatum,species,鴨姆草,,
KL_Avian_0000006,63489,t0057662,accepted,Animalia,Anas acuta,Anas acuta,species,尖尾鴨,,
KL_Insect_0000088,60649,t0086415,accepted,Animalia,Velarifictorus ornatus,Velarifictorus ornatus,species,麗鬥蟋,,
KL_Plant_0000087,24827,t0049409,accepted,Plantae,Zoysia sinica,Zoysia sinica,species,中華結縷草,,
KL_Avian_0000187,79889,t0080721,accepted,Animalia,Muscicapa ferruginea,Muscicapa ferruginea,species,紅尾鶲,,
KL_BenthicInvertebrate_0000035,66171,t0077042,accepted,Animalia,Calcinus elegans,Calcinus elegans,species,秀麗硬殼寄居蟹,,
KL_BenthicInvertebrate_0000045,82141,t0031430,accepted,Animalia,Pachygrapsus plicatus,Pachygrapsus plicatus,species,褶痕厚紋蟹,,
KL_BenthicInvertebrate_0000046,83301,t0031715,accepted,Animalia,Percnon planissimum,Percnon planissimum,species,裸掌盾牌蟹,,
KL_BenthicInvertebrate_0000060,76749,t0067191,accepted,Animalia,Leptodius gracilis,Leptodius gracilis,species,細巧皺蟹,,
KL_BenthicInvertebrate_0000062,85650,t0032308,accepted,Animalia,Pseudozius caystrus,Pseudozius caystrus,species,礁石假團扇蟹,,
KL_BenthicInvertebrate_0000063,76192,t0066718,accepted,Animalia,Lachnopodus rodgersi,Lachnopodus rodgersi,species,羅氏毛足蟹,,
KL_BenthicInvertebrate_0000068,82859,t0031588,accepted,Animalia,Parasesarma pictum,Parasesarma pictum,species,斑點擬相手蟹,,
KL_Insect_0000004,38272,t0084575,accepted,Animalia,Zizina otis riukuensis,Zizina otis riukuensis,subspecies,折列藍灰蝶,,
KL_Insect_0000017,34782,t0057722,accepted,Animalia,Appias albina semperi,Appias albina semperi,subspecies,尖粉蝶,,
KL_Insect_0000039,38235,t0084543,accepted,Animalia,Celenna festivaria formosensis,Celenna festivaria formosensis,subspecies,綠紋尺蛾,,
KL_Insect_0000040,29184,t0050949,accepted,Animalia,Eumelea ludovicata,Eumelea ludovicata,species,雌黃粉尺蛾,,
KL_Insect_0000044,63515,t0071444,accepted,Animalia,Anax guttatus,Anax guttatus,species,烏點晏蜓,,
KL_Insect_0000184,92880,t0085627,accepted,Animalia,Eobia chinensis chinensis,Eobia chinensis chinensis,subspecies,黑尾擬天牛,,Identified to subspecies level based on the known local distribution.
KL_Insect_0000104,67307,t0078035,accepted,Animalia,Cheilomenes sexmaculata,Cheilomenes sexmaculata,species,六斑月瓢蟲,,
KL_Plant_0000036,60926,t0086645,accepted,Plantae,Bidens pilosa var. radiata,Bidens pilosa var. radiata,variety,大花咸豐草,大花鬼針草 | 大花婆婆針 | 大白花鬼針 | 同治草 | 黏人草,
KL_Avian_0000106,56130,t0096835,accepted,Animalia,Elanus caeruleus,Elanus caeruleus,species,黑翅鳶,,
KL_BenthicInvertebrate_0000007,64161,t0072019,accepted,Animalia,Aplysia oculifera,Aplysia oculifera,species,眼斑海兔,眼斑海鹿,
KL_Insect_0000009,32185,t0098329,accepted,Animalia,Parantica sita,Parantica sita,species,大絹斑蝶,,
KL_Insect_0000012,35222,t0084965,accepted,Animalia,Pieris rapae crucivora,Pieris rapae crucivora,subspecies,白粉蝶,菜粉蝶 | 菜白蝶 | 日本紋白蝶 | 紋白蝶,Identified to subspecies level based on the known local distribution.
KL_Insect_0000018,32260,t0031627,accepted,Animalia,Parnara guttata,Parnara guttata,species,稻弄蝶,,
KL_Insect_0000046,75756,t0066356,accepted,Animalia,Ischnura senegalensis,Ischnura senegalensis,species,青紋細蟌,,
KL_Insect_0000089,74054,t0029414,accepted,Animalia,Gryllus bimaculatus,Gryllus bimaculatus,species,黃斑黑蟋蟀,,
KL_Plant_0000022,58902,t0075339,accepted,Plantae,Pittosporum tobira,Pittosporum tobira,species,海桐,,
KL_Avian_0000110,55167,t0097713,accepted,Animalia,Circus cyaneus,Circus cyaneus,species,灰澤鵟,,
KL_Cetacean_0000001,19483,t0017886,accepted,Animalia,Tursiops,Tursiops,genus,寬吻海豚屬,,
KL_Algae_0000001,54868,t0073097,accepted,Plantae,Caulerpa racemosa,Caulerpa racemosa,species,總狀蕨藻,,
KL_Algae_0000002,2364,t0024660,accepted,Plantae,Pyropia,Pyropia,genus,紫菜屬,,
KL_Algae_0000003,54240,t0040285,accepted,Plantae,Asparagopsis taxiformis,Asparagopsis taxiformis,species,蘆筍藻,,
KL_Algae_0000004,57808,t0058510,accepted,Plantae,Mastophora rosea,Mastophora rosea,species,寬珊藻,,
KL_Algae_0000005,56044,t0073765,accepted,Plantae,Dudresnaya japonica,Dudresnaya japonica,species,日本杜蠕藻,,
KL_Algae_0000006,996,t0023476,accepted,Plantae,Chondrus,Chondrus,genus,角叉菜屬,,
KL_Algae_0000007,,,invalid,Plantae,Halymenia floresia,Halymenia floresia,species,海膜,,
KL_Algae_0000008,57122,t0074355,accepted,Plantae,Hypnea pannosa,Hypnea pannosa,species,巢沙菜,,
KL_Algae_0000009,60627,t0057474,accepted,Plantae,Valoniopsis pachynema,Valoniopsis pachynema,species,指枝藻,,
KL_Algae_0000010,60594,t0069735,accepted,Plantae,Ulva pertusa,Ulva pertusa,species,孔石蓴,,
KL_Algae_0000011,55867,t0057235,accepted,Plantae,Dictyosphaeria cavernosa,Dictyosphaeria cavernosa,species,網球藻,,
KL_Avian_0000039,81199,t0081875,accepted,Animalia,Numenius minutus,Numenius minutus,species,小杓鷸,,
KL_BenthicInvertebrate_0000001,12245,t0021206,accepted,Animalia,Isognomon,Isognomon,genus,障泥蛤屬,,
KL_BenthicInvertebrate_0000002,90783,t0047884,accepted,Animalia,Tridacna noae,Tridacna noae,species,諾亞硨磲蛤,,
KL_BenthicInvertebrate_0000004,68981,t0079523,accepted,Animalia,Crassostrea angulata,Crassostrea angulata,species,葡萄牙牡蠣,,
KL_BenthicInvertebrate_0000006,64158,t0072017,accepted,Animalia,Aplysia argus,Aplysia argus,species,環眼海兔,黑指紋海兔,
KL_BenthicInvertebrate_0000008,88997,t0040118,accepted,Animalia,Stylocheilus striatus,Stylocheilus striatus,species,條紋柱唇海兔,柱唇海兔,
KL_BenthicInvertebrate_0000012,74847,t0029675,accepted,Animalia,Hexabranchus sanguineus,Hexabranchus sanguineus,species,血紅六鰓海蛞蝓,血紅六鰓海牛 | 血紅六鰓海麒麟,
KL_BenthicInvertebrate_0000013,79538,t0028078,accepted,Animalia,Monetaria caputserpentis,Monetaria caputserpentis,species,雪山寶螺,,
KL_BenthicInvertebrate_0000016,85929,t0037430,accepted,Animalia,Purpura panama,Purpura panama,species,羅螺,,
KL_BenthicInvertebrate_0000017,89979,t0047172,accepted,Animalia,Thais armigera,Thais armigera,species,大岩螺,,
KL_BenthicInvertebrate_0000018,86194,t0037655,accepted,Animalia,Reishia clavigera,Reishia clavigera,species,蚵岩螺,,
KL_BenthicInvertebrate_0000024,80774,t0081500,accepted,Animalia,Nerita costata,Nerita costata,species,黑肋蜑螺,,
KL_BenthicInvertebrate_0000025,80782,t0081507,accepted,Animalia,Nerita plicata,Nerita plicata,species,白肋蜑螺,,
KL_BenthicInvertebrate_0000027,19410,t0017815,accepted,Animalia,Trochus,Trochus,genus,鐘螺屬,,
KL_BenthicInvertebrate_0000033,82268,t0031446,accepted,Animalia,Palaemon pacificus,Palaemon pacificus,species,太平洋長臂蝦,,
KL_BenthicInvertebrate_0000038,73522,t0029306,accepted,Animalia,Geograpsus crinipes,Geograpsus crinipes,species,毛足陸方蟹,,
KL_BenthicInvertebrate_0000049,66174,t0077045,accepted,Animalia,Calcinus laevimanus,Calcinus laevimanus,species,光掌硬殼寄居蟹,光掌硬指寄居蟹 | 光螯硬殼寄居蟹,
KL_BenthicInvertebrate_0000050,69902,t0061140,accepted,Animalia,Dardanus guttatus,Dardanus guttatus,species,線斑真寄居蟹,,
KL_BenthicInvertebrate_0000053,82392,t0082937,accepted,Animalia,Panulirus japonicus,Panulirus japonicus,species,日本龍蝦,,
KL_BenthicInvertebrate_0000056,84276,t0035945,accepted,Animalia,Plagusia immaculata,Plagusia immaculata,species,無斑斜紋蟹,,
KL_BenthicInvertebrate_0000070,287254,t0126171,accepted,Animalia,Anthopleura dixoniana,Anthopleura dixoniana,species,狄氏襟疣海葵,,
KL_BenthicInvertebrate_0000071,6007,t0009393,accepted,Animalia,Acropora,Acropora,genus,軸孔珊瑚屬,,
KL_BenthicInvertebrate_0000072,14051,t0022964,accepted,Animalia,Montipora,Montipora,genus,表孔珊瑚屬,,
KL_BenthicInvertebrate_0000074,77442,t0027537,accepted,Animalia,Lobophytum crassum,Lobophytum crassum,species,隔板葉形軟珊瑚,,
KL_BenthicInvertebrate_0000075,70236,t0030959,accepted,Animalia,Diadema savignyi,Diadema savignyi,species,沙氏冠海膽,,
KL_BenthicInvertebrate_0000076,70237,t0030960,accepted,Animalia,Diadema setosum,Diadema setosum,species,刺冠海膽,,
KL_BenthicInvertebrate_0000077,71149,t0028792,accepted,Animalia,Echinometra mathaei,Echinometra mathaei,species,梅氏長海膽,,
KL_BenthicInvertebrate_0000078,258089,t0078997,accepted,Animalia,Colobocentrotus mertensii,Colobocentrotus mertensii,species,默氏笠海膽,陣笠海膽,
KL_BenthicInvertebrate_0000079,88787,t0033079,accepted,Animalia,Stomopneustes variolaris,Stomopneustes variolaris,species,口鰓海膽,,
KL_BenthicInvertebrate_0000081,75004,t0029725,accepted,Animalia,Holothuria atra,Holothuria atra,species,黑海參,,
KL_BenthicInvertebrate_0000082,75005,t0065694,accepted,Animalia,Holothuria cinerascens,Holothuria cinerascens,species,黑赤星海參,黑刺星海參,
KL_BenthicInvertebrate_0000083,75010,t0065697,accepted,Animalia,Holothuria leucospilota,Holothuria leucospilota,species,蕩皮參,,
KL_BenthicInvertebrate_0000084,62261,t0070291,accepted,Animalia,Actinopyga echinites,Actinopyga echinites,species,棘輻肛參,,
KL_BenthicInvertebrate_0000085,62262,t0057564,accepted,Animalia,Actinopyga mauritiana,Actinopyga mauritiana,species,白底輻肛參,,
KL_BenthicInvertebrate_0000086,69261,t0030795,accepted,Animalia,Culcita novaeguineae,Culcita novaeguineae,species,麵包海星,,
KL_Fish_0000005,34491,t0096606,accepted,Animalia,Tylosurus crocodilus,Tylosurus crocodilus,species,鱷形叉尾鶴鱵,,
KL_Fish_0000007,11334,t0020319,accepted,Animalia,Gymnothorax,Gymnothorax,genus,裸胸鯙屬,,
KL_Fish_0000009,35370,t0056793,accepted,Animalia,Abudefduf bengalensis,Abudefduf bengalensis,species,孟加拉豆娘魚,,
KL_Fish_0000013,35371,t0056794,accepted,Animalia,Abudefduf notatus,Abudefduf notatus,species,黃尾豆娘魚,,
KL_Fish_0000014,35375,t0056798,accepted,Animalia,Abudefduf vaigiensis,Abudefduf vaigiensis,species,條紋豆娘魚,,
KL_Fish_0000012,35374,t0056797,accepted,Animalia,Abudefduf sordidus,Abudefduf sordidus,species,梭地豆娘魚,,
KL_Fish_0000020,35938,t0030479,accepted,Animalia,Chrysiptera brownriggii,Chrysiptera brownriggii,species,勃氏刻齒雀鯛,,
KL_Fish_0000024,35937,t0030478,accepted,Animalia,Chrysiptera biocellata,Chrysiptera biocellata,species,雙斑刻齒雀鯛,,
KL_Fish_0000039,36231,t0028915,accepted,Animalia,Entomacrodus striatus,Entomacrodus striatus,species,橫帶間頸鬚䲁,,
KL_Fish_0000042,35965,t0030550,accepted,Animalia,Cirrhitus pinnulatus,Cirrhitus pinnulatus,species,翼䱵,,
KL_Fish_0000056,29698,t0029374,accepted,Animalia,Gomphosus varius,Gomphosus varius,species,雜色尖嘴魚,,
KL_Fish_0000067,36853,t0027706,accepted,Animalia,Macropharyngodon meleagris,Macropharyngodon meleagris,species,珠斑大咽齒鯛,,
KL_Fish_0000074,33901,t0056378,accepted,Animalia,Stethojulis terina,Stethojulis terina,species,斷紋紫胸魚,,
KL_Fish_0000077,38008,t0033352,accepted,Animalia,Thalassoma trilobatum,Thalassoma trilobatum,species,三葉錦魚,,
KL_Fish_0000087,32919,t0055976,accepted,Animalia,Pseudolabrus sieboldi,Pseudolabrus sieboldi,species,西氏擬隆頭魚,,
KL_Fish_0000090,30842,t0051775,accepted,Animalia,Lutjanus stellatus,Lutjanus stellatus,species,白星笛鯛,星點笛鯛 | 花臉 | 紅魚 | 白點仔 | 黃翅仔,
KL_Fish_0000091,37174,t0031338,accepted,Animalia,Oplegnathus punctatus,Oplegnathus punctatus,species,斑石鯛,,
KL_Fish_0000092,37173,t0031337,accepted,Animalia,Oplegnathus fasciatus,Oplegnathus fasciatus,species,條石鯛,,
KL_Fish_0000094,35385,t0056808,accepted,Animalia,Acanthurus lineatus,Acanthurus lineatus,species,線紋刺尾鯛,,
KL_Fish_0000095,26276,t0049454,accepted,Animalia,Acanthurus olivaceus,Acanthurus olivaceus,species,一字刺尾鯛,,
KL_Fish_0000097,35392,t0056815,accepted,Animalia,Acanthurus triostegus,Acanthurus triostegus,species,綠刺尾鯛,,
KL_Fish_0000108,27782,t0050210,accepted,Animalia,Chaetodon ephippium,Chaetodon ephippium,species,鞍斑蝴蝶魚,,
KL_Fish_0000110,27769,t0030302,accepted,Animalia,Chaetodon auripes,Chaetodon auripes,species,耳帶蝴蝶魚,,
KL_Fish_0000111,27768,t0030301,accepted,Animalia,Chaetodon auriga,Chaetodon auriga,species,揚旛蝴蝶魚,,
KL_Fish_0000118,27795,t0030309,accepted,Animalia,Chaetodon melannotus,Chaetodon melannotus,species,黑背蝴蝶魚,,
KL_Fish_0000128,27597,t0030146,accepted,Animalia,Caranx sexfasciatus,Caranx sexfasciatus,species,六帶鰺,,
KL_Fish_0000133,37483,t0032062,accepted,Animalia,Pomacanthus imperator,Pomacanthus imperator,species,條紋蓋刺魚,,
KL_Fish_0000135,36304,t0029040,accepted,Animalia,Etrumeus micropus,Etrumeus micropus,species,小鱗脂眼鯡,,
KL_Fish_0000137,10300,t0019312,accepted,Animalia,Epinephelus,Epinephelus,genus,石斑魚屬,混種石斑魚屬,
KL_Fish_0000142,36728,t0027266,accepted,Animalia,Kyphosus vaigiensis,Kyphosus vaigiensis,species,低鰭舵魚,,
KL_Fish_0000157,36722,t0027250,accepted,Animalia,Kuhlia mugil,Kuhlia mugil,species,鯔形湯鯉,,
KL_Fish_0000162,17799,t0016248,accepted,Animalia,Scorpaenopsis,Scorpaenopsis,genus,擬鮋屬,,
KL_Fish_0000166,35637,t0057039,accepted,Animalia,Bathygobius cocosensis,Bathygobius cocosensis,species,椰子深鰕虎,,
KL_Fish_0000194,107042,t0031390,accepted,Animalia,Ostracion cubicum,Ostracion cubicum,species,粒突箱魨,,
KL_Insect_0000003,35243,t0032167,accepted,Animalia,Prosotas nora formosana,Prosotas nora formosana,subspecies,波灰蝶,,
KL_Insect_0000010,34952,t0084784,accepted,Animalia,Euploea eunice hobsoni,Euploea eunice hobsoni,subspecies,圓翅紫斑蝶,,
KL_Insect_0000019,35193,t0084947,accepted,Animalia,Papilio protenor protenor,Papilio protenor protenor,subspecies,黑鳳蝶,,
KL_Insect_0000047,75755,t0027133,accepted,Animalia,Ischnura asiatica,Ischnura asiatica,species,亞東細蟌,,
KL_Insect_0000056,61902,t0057527,accepted,Animalia,Acanthocoris scaber,Acanthocoris scaber,species,瘤緣蝽,,
KL_Insect_0000109,88788,t0033080,accepted,Animalia,Stomorhina discolor,Stomorhina discolor,species,黑色錐口蠅,,
KL_Plant_0000091,23446,t0054735,accepted,Plantae,Pemphis acidula,Pemphis acidula,species,水芫花,,
KL_Cetacean_0000005,85595,t0037124,accepted,Animalia,Pseudorca crassidens,Pseudorca crassidens,species,偽虎鯨,,
KL_Cetacean_0000004,69991,t0061221,accepted,Animalia,Delphinus capensis,Delphinus capensis,species,長吻真海豚,,
KL_Insect_0000011,35039,t0084837,accepted,Animalia,Kaniska canace drilon,Kaniska canace drilon,subspecies,琉璃蛺蝶,,
KL_Insect_0000132,33852,t0033019,accepted,Animalia,Stathmopoda auriferella,Stathmopoda auriferella,species,展足蛾,,
KL_Insect_0000024,31656,t0052124,accepted,Animalia,Nomophila noctuella,Nomophila noctuella,species,麥牧野螟,,
KL_Insect_0000025,28574,t0050601,accepted,Animalia,Diasemia accalis,Diasemia accalis,species,褐紋翅野螟蛾,,
KL_Insect_0000133,4331,t0006255,accepted,Animalia,Largidae,Largidae,family,大紅蝽科,,
KL_Insect_0000134,3693,t0005628,accepted,Animalia,Chrysopidae,Chrysopidae,family,草蛉科,,
KL_Insect_0000084,83087,t0031655,accepted,Animalia,Patanga succincta,Patanga succincta,species,條背土蝗,,
KL_Cetacean_0000003,9454,t0018482,accepted,Animalia,Delphinus,Delphinus,genus,真海豚屬,海豚屬,
KL_Insect_0000030,19605,t0018005,accepted,Animalia,Utetheisa,Utetheisa,genus,星燈蛾屬,The vernacularName is based on https://dearlep.tw,
KL_Insect_0000031,30255,t0051499,accepted,Animalia,Hypocala subsatura,Hypocala subsatura,species,苹梢鷹裳蛾,,
KL_Insect_0000032,31872,t0052239,accepted,Animalia,Oraesia emarginata,Oraesia emarginata,species,鳥嘴壺裳蛾,,
KL_Insect_0000026,37969,t0033250,accepted,Animalia,Talanga sexpunctalis,Talanga sexpunctalis,species,緗帶野螟,,
KL_Insect_0000027,268693,t0098533,accepted,Animalia,Purpurata plagiatalis,Purpurata plagiatalis,species,扇野螟蛾,馬鞍藤紫扇野螟蛾,
KL_Insect_0000136,4093,t0006020,accepted,Animalia,Geometridae,Geometridae,family,尺蛾科,,
KL_Insect_0000138,12217,t0021178,accepted,Animalia,Ischiodon,Ischiodon,genus,短刺蚜蠅屬,尾蚜蠅屬,
KL_Insect_0000140,5218,t0004722,accepted,Animalia,Staphylinidae,Staphylinidae,family,隱翅蟲科,,
KL_Insect_0000141,5294,t0004796,accepted,Animalia,Tenebrionidae,Tenebrionidae,family,擬步行蟲科,,
KL_Insect_0000142,3735,t0005668,accepted,Animalia,Coccinellidae,Coccinellidae,family,瓢蟲科,,
KL_Insect_0000143,3723,t0005656,accepted,Animalia,Cleridae,Cleridae,family,郭公蟲科,,
KL_Insect_0000099,66759,t0077570,accepted,Animalia,Cassida circumdata,Cassida circumdata,species,甘藷龜金花蟲,,
KL_Insect_0000147,137195,t0093387,accepted,Animalia,Pleuroptya,Pleuroptya,genus,紫斑野螟属,"The vernacularName is based on Yongkang Li, Mujie Qi, Shulian Hao (2025) Annual report of new taxa for Chinese Lepidoptera in 2024. Biodiversity Science, 33, 25307. DOI: 10.17520/biods.2025307",
KL_Insect_0000148,3996,t0005925,accepted,Animalia,Erebidae,Erebidae,family,裳蛾科,,
KL_Insect_0000118,89540,t0046792,accepted,Animalia,Tapinoma melanocephalum,Tapinoma melanocephalum,species,黑頭慌蟻,黑頭慌琉璃蟻,
KL_Insect_0000119,83577,t0083976,accepted,Animalia,Pheidole fervens,Pheidole fervens,species,熱烈大頭家蟻,,
KL_Insect_0000120,66622,t0077450,accepted,Animalia,Cardiocondyla kagutsuchi,Cardiocondyla kagutsuchi,species,迦具土瘤突家蟻,,
KL_Insect_0000121,66623,t0077451,accepted,Animalia,Cardiocondyla minutior,Cardiocondyla minutior,species,小瘤突家蟻,,
KL_Insect_0000122,79590,t0080440,accepted,Animalia,Monomorium chinense,Monomorium chinense,species,中華單家蟻,,
KL_Insect_0000124,298339,t0132389,accepted,Animalia,Nylanderia ryukyuensis,Nylanderia ryukyuensis,species,琉球尼蘭德山蟻,,
KL_Insect_0000125,66433,t0077283,accepted,Animalia,Camponotus albosparsus,Camponotus albosparsus,species,白疏巨山蟻,,
KL_Insect_0000126,81256,t0081925,accepted,Animalia,Ochetellus glaber,Ochetellus glaber,species,光滑管琉璃蟻,,
KL_Insect_0000150,64818,t0072571,accepted,Animalia,Atractomorpha sinensis,Atractomorpha sinensis,species,紅后負蝗,中華負蝗 | 臺灣負蝗 | 中華短額負蝗 | 短額負蝗 | 台灣負蝗,
KL_Insect_0000090,15071,t0013578,accepted,Animalia,Ornebius,Ornebius,genus,奧蟋屬,,
KL_Insect_0000059,58250,t0098109,accepted,Animalia,Nysius ericae,Nysius ericae,species,小長蝽象,小長椿象,
KL_Insect_0000065,89566,t0033271,accepted,Animalia,Taylorilygus apicalis,Taylorilygus apicalis,species,泛泰盲蝽,泛泰盲椿象,
KL_Insect_0000066,90828,t0047926,accepted,Animalia,Trigonotylus tenuis,Trigonotylus tenuis,species,小赤鬚盲蝽,,
KL_Insect_0000155,285569,t0126444,accepted,Animalia,Asopinae,Asopinae,subfamily,益蝽亞科,,
KL_Insect_0000062,287191,t0135469,accepted,Animalia,Telocoris,Telocoris,genus,地長蝽,,
KL_Insect_0000078,7537,t0006923,accepted,Animalia,Blattella,Blattella,genus,姬蠊屬,,
KL_Insect_0000158,4352,t0003994,accepted,Animalia,Lepismatidae,Lepismatidae,family,衣魚科,,
KL_Insect_0000130,7366,t0010734,accepted,Animalia,Bassus,Bassus,genus,閉腔繭蜂屬,The vernacularName is based on https://www.inaturalist.org/zh-CN/taxa/250255-Bassus,
KL_Insect_0000123,89888,t0047090,accepted,Animalia,Tetramorium bicarinatum,Tetramorium bicarinatum,species,雙脊皺家蟻,,
KL_Insect_0000063,285571,t0130036,accepted,Animalia,Geotomus,Geotomus,genus,地土蝽屬,,
KL_Insect_0000064,84121,t0084445,accepted,Animalia,Pilophorus typicus,Pilophorus typicus,species,泛束盲蝽,泛束盲椿象,
KL_Insect_0000154,87294,t0038630,accepted,Animalia,Scotinophara scottii,Scotinophara scottii,species,短刺黑蝽,短刺黑椿象,
KL_Avian_0000060,88684,t0033056,accepted,Animalia,Stercorarius parasiticus,Stercorarius parasiticus,species,短尾賊鷗,,
KL_Avian_0000243,58808,t0098476,accepted,Animalia,Phylloscopus borealis,Phylloscopus borealis,species,極北柳鶯,,
KL_Fish_0000165,35458,t0056874,accepted,Animalia,Amblyeleotris wheeleri,Amblyeleotris wheeleri,species,威氏鈍塘鱧,威氏鈍鯊 | 紅紋鈍塘鱧,
