,id,basisOfRecord,dynamicProperties,occurrenceID,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,vitality,georeferenceVerificationStatus,associatedMedia,associatedReferences,occurrenceRemarks,eventDate,eventTime,year,month,day,verbatimEventDate,samplingProtocol,continent,country,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,taxonID,scientificName,taxonRank,vernacularName
5511,2023-11-13_Avian_棉花嶼_N2_08,MachineObservation,,2023-11-13_Avian_棉花嶼_N2_08,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2023-11-13,22:00,2023,11.0,13.0,2023-11-13,,Asia,Taiwan,棉花嶼,,,25.486359,122.105316,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3051,2024-04-01_Avian_基隆海域_42,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:W}",2024-04-01_Avian_基隆海域_42,研海生態顧問股份有限公司,2.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,14:00,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.4132675,122.095668,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3040,2024-04-01_Avian_基隆海域_31,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:N}",2024-04-01_Avian_基隆海域_31,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,13:01,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.43378612,122.1914279,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3036,2024-04-01_Avian_基隆海域_27,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:NE}",2024-04-01_Avian_基隆海域_27,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,12:35,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.47962399,122.2851816,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3076,2024-04-01_Avian_基隆海域_67,HumanObservation,"{heightInMeter:0-5,distanceInMeter:600,飛行方向:NE}",2024-04-01_Avian_基隆海域_67,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,17:47,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.31029,121.8903778,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3075,2024-04-01_Avian_基隆海域_66,HumanObservation,"{heightInMeter:0-5,distanceInMeter:100,飛行方向:NE}",2024-04-01_Avian_基隆海域_66,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,17:46,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.32354258,121.9028887,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3073,2024-04-01_Avian_基隆海域_64,HumanObservation,"{heightInMeter:0-5,distanceInMeter:600,飛行方向:NW}",2024-04-01_Avian_基隆海域_64,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,17:20,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.3386185,121.9080348,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3072,2024-04-01_Avian_基隆海域_63,HumanObservation,"{heightInMeter:0-5,distanceInMeter:400,飛行方向:NW}",2024-04-01_Avian_基隆海域_63,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,17:24,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.34906604,121.9131343,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3070,2024-04-01_Avian_基隆海域_61,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:NW}",2024-04-01_Avian_基隆海域_61,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,17:11,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.38011828,121.929667,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3069,2024-04-01_Avian_基隆海域_60,HumanObservation,"{heightInMeter:0,distanceInMeter:500}",2024-04-01_Avian_基隆海域_60,研海生態顧問股份有限公司,4.0,,,,,,海上漂浮,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,17:11,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.3771502,121.9299843,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3061,2024-04-01_Avian_基隆海域_52,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:N}",2024-04-01_Avian_基隆海域_52,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,16:58,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.45390773,122.0277536,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3026,2024-04-01_Avian_基隆海域_17,HumanObservation,"{heightInMeter:0-5,distanceInMeter:500,飛行方向:N}",2024-04-01_Avian_基隆海域_17,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,09:05,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.4156798,122.0216063,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3024,2024-04-01_Avian_基隆海域_15,HumanObservation,"{heightInMeter:0-5,distanceInMeter:200,飛行方向:NE}",2024-04-01_Avian_基隆海域_15,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,09:58,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.3785704,121.9861639,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3020,2024-04-01_Avian_基隆海域_11,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:NE}",2024-04-01_Avian_基隆海域_11,研海生態顧問股份有限公司,4.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,09:28,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.34583,121.963142,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3019,2024-04-01_Avian_基隆海域_10,HumanObservation,"{heightInMeter:0-5,distanceInMeter:200}",2024-04-01_Avian_基隆海域_10,研海生態顧問股份有限公司,4.0,,,,,,盤旋,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,09:48,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.3436304,121.9581957,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3017,2024-04-01_Avian_基隆海域_08,HumanObservation,"{heightInMeter:0-5,distanceInMeter:500,飛行方向:E}",2024-04-01_Avian_基隆海域_08,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,08:20,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.22492,121.860875,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3016,2024-04-01_Avian_基隆海域_07,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:E}",2024-04-01_Avian_基隆海域_07,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,08:18,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.22478561,121.8554964,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3034,2024-04-01_Avian_基隆海域_25,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:NE}",2024-04-01_Avian_基隆海域_25,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-01,12:08,2024,4.0,1.0,2024-04-01,,Asia,Taiwan,基隆海域,,,25.48666399,122.2437216,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5705,2024-04-06_Avian_棉花嶼_N9_13,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_13,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:51,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5720,2024-04-06_Avian_棉花嶼_N9_28,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_28,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,04:02,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5704,2024-04-06_Avian_棉花嶼_N9_12,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_12,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:51,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5703,2024-04-06_Avian_棉花嶼_N9_11,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_11,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:50,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5702,2024-04-06_Avian_棉花嶼_N9_10,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_10,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:50,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5701,2024-04-06_Avian_棉花嶼_N9_09,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_09,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:49,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5700,2024-04-06_Avian_棉花嶼_N9_08,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_08,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:47,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5699,2024-04-06_Avian_棉花嶼_N9_07,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_07,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:46,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5698,2024-04-06_Avian_棉花嶼_N9_06,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_06,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:46,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5697,2024-04-06_Avian_棉花嶼_N9_05,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_05,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:45,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5695,2024-04-06_Avian_棉花嶼_N9_03,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_03,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:44,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5694,2024-04-06_Avian_棉花嶼_N9_02,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_02,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:44,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5706,2024-04-06_Avian_棉花嶼_N9_14,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_14,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:52,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5707,2024-04-06_Avian_棉花嶼_N9_15,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_15,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:52,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5709,2024-04-06_Avian_棉花嶼_N9_17,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_17,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:53,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5710,2024-04-06_Avian_棉花嶼_N9_18,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_18,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:54,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5712,2024-04-06_Avian_棉花嶼_N9_20,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_20,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:55,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5713,2024-04-06_Avian_棉花嶼_N9_21,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_21,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:57,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5714,2024-04-06_Avian_棉花嶼_N9_22,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_22,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:57,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5715,2024-04-06_Avian_棉花嶼_N9_23,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_23,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:59,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5716,2024-04-06_Avian_棉花嶼_N9_24,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_24,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:59,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5717,2024-04-06_Avian_棉花嶼_N9_25,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_25,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,04:00,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5718,2024-04-06_Avian_棉花嶼_N9_26,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_26,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,04:01,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5719,2024-04-06_Avian_棉花嶼_N9_27,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_27,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,04:01,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5708,2024-04-06_Avian_棉花嶼_N9_16,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_16,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:53,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5711,2024-04-06_Avian_棉花嶼_N9_19,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_19,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:55,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5696,2024-04-06_Avian_棉花嶼_N9_04,MachineObservation,,2024-04-06_Avian_棉花嶼_N9_04,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-04-06,03:45,2024,4.0,6.0,2024-04-06,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
5726,2024-05-09_Avian_棉花嶼_N9_34,MachineObservation,,2024-05-09_Avian_棉花嶼_N9_34,研海生態顧問股份有限公司,1.0,,,,,,,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-09,03:42,2024,5.0,9.0,2024-05-09,,Asia,Taiwan,棉花嶼,,,25.482449,122.105694,WGS84,10.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3086,2024-05-27_Avian_基隆海域_77,HumanObservation,"{heightInMeter:0-5,distanceInMeter:400,飛行方向:SE}",2024-05-27_Avian_基隆海域_77,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,07:25,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.44334081,122.0402136,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3097,2024-05-27_Avian_基隆海域_88,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300,飛行方向:NW}",2024-05-27_Avian_基隆海域_88,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,09:54,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.33875507,122.13441,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3101,2024-05-27_Avian_基隆海域_92,HumanObservation,"{heightInMeter:0-5,distanceInMeter:500,飛行方向:E}",2024-05-27_Avian_基隆海域_92,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,10:41,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.4050398,122.0619161,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3102,2024-05-27_Avian_基隆海域_93,HumanObservation,"{heightInMeter:0-5,distanceInMeter:500,飛行方向:NE}",2024-05-27_Avian_基隆海域_93,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,10:27,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.42646422,122.0470371,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3104,2024-05-27_Avian_基隆海域_95,HumanObservation,"{heightInMeter:0-5,distanceInMeter:400,飛行方向:SW}",2024-05-27_Avian_基隆海域_95,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,11:55,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.48436338,122.0097273,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3110,2024-05-27_Avian_基隆海域_101,HumanObservation,"{heightInMeter:0-5,distanceInMeter:300}",2024-05-27_Avian_基隆海域_101,研海生態顧問股份有限公司,1.0,,,,,,盤旋,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,13:00,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.43091253,121.9819443,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3078,2024-05-27_Avian_基隆海域_69,HumanObservation,"{heightInMeter:0-5,distanceInMeter:500,飛行方向:E}",2024-05-27_Avian_基隆海域_69,研海生態顧問股份有限公司,2.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,06:43,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.28791578,121.863902,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3080,2024-05-27_Avian_基隆海域_71,HumanObservation,"{heightInMeter:0-5,distanceInMeter:600,飛行方向:E}",2024-05-27_Avian_基隆海域_71,研海生態顧問股份有限公司,1.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,06:44,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.34154121,121.9333669,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3118,2024-05-27_Avian_基隆海域_109,HumanObservation,"{heightInMeter:0-5,distanceInMeter:500,飛行方向:NE}",2024-05-27_Avian_基隆海域_109,研海生態顧問股份有限公司,2.0,,,,,,飛行,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,15:00,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.3488398,121.904755,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
3120,2024-05-27_Avian_基隆海域_111,HumanObservation,"{heightInMeter:0,distanceInMeter:200}",2024-05-27_Avian_基隆海域_111,研海生態顧問股份有限公司,5.0,,,,,,海上漂浮,,,nan,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-05-27,15:00,2024,5.0,27.0,2024-05-27,,Asia,Taiwan,基隆海域,,,25.34305,121.9033421,WGS84,1.0,1e-06,KL_Avian_0000079,Calonectris leucomelas,species,大水薙鳥
