taxonID,occurrenceID,eventDate,year,month,day,eventTime,basisOfRecord,continent,country,locality,samplingProtocol,scientificName,taxonRank,vernacularName,individualCount,organismQuantityType,organismQuantity,georeferenceVerificationStatus,geodeticDatum,decimalLongitude,decimalLatitude,coordinatePrecision,coordinateUncertaintyInMeters,recordedBy,sex,lifeStage,reproductiveCondition,behavior,vitality,occurrenceStatus,occurrenceRemarks,associatedMedia,associatedReferences,dynamicProperties,verbatimEventDate
KL_Cetacean_0000003,2023-07-11_Cetacean_HumanObservation_0013,2023/7/11,2023,7,11,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Delphinus,genus,真海豚,23,individuals,20~25,able to georeference,WGS84,121.8325083,25.2561,0.000001,,研海生態顧問股份有限公司,,,,不知,,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2023/7/11
KL_Cetacean_0000001,2023-08-21_Cetacean_HumanObservation_0014,2023/8/21,2023,8,21,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops,genus,瓶鼻海豚,45,individuals,40~50,able to georeference,WGS84,122.2529444,25.41302778,0.000001,,研海生態顧問股份有限公司,,,,遊走；其他(浮窺、全身跳出1次),,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2023/8/21
KL_Cetacean_0000001,2023-08-21_Cetacean_HumanObservation_0015,2023/8/21,2023,8,21,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops,genus,瓶鼻海豚,13,individuals,10~15,able to georeference,WGS84,122.2486056,25.42582778,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2023/8/21
KL_Cetacean_0000001,2023-08-21_Cetacean_HumanObservation_0016,2023/8/21,2023,8,21,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops,genus,瓶鼻海豚,3,individuals,3~3,able to georeference,WGS84,121.9625194,25.43146389,0.000001,,研海生態顧問股份有限公司,,,,不知,,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2023/8/21
KL_Cetacean_0000001,2023-09-18_Cetacean_HumanObservation_0017,2023/9/18,2023,9,18,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops,genus,瓶鼻海豚,360,individuals,300~420,able to georeference,WGS84,121.9223667,25.30876667,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:present},2023/9/18
KL_Cetacean_0000001,2023-09-18_Cetacean_HumanObservation_0018,2023/9/18,2023,9,18,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops,genus,瓶鼻海豚,7,individuals,4~10,able to georeference,WGS84,122.0084167,25.39891667,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2023/9/18
KL_Cetacean_0000007,2023-09-18_Cetacean_HumanObservation_0019,2023/9/18,2023,9,18,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Delphinidae,family,海豚科,,individuals,無法判斷,able to georeference,WGS84,122.0084167,25.39891667,0.000001,,研海生態顧問股份有限公司,,,,不知,,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:unknown},2023/9/18
KL_Cetacean_0000002,2023-09-18_Cetacean_HumanObservation_0020,2023/9/18,2023,9,18,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,9,individuals,8~10,able to georeference,WGS84,122.1951833,25.50506667,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2023/9/18
KL_Cetacean_0000003,2024-05-27_Cetacean_HumanObservation_0001,2024/5/27,2024,5,27,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Delphinus,genus,真海豚,45,individuals,40~50,able to georeference,WGS84,121.826397,25.22288203,0.000001,,研海生態顧問股份有限公司,,,,游走；社交,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:present},2024/5/27
KL_Cetacean_0000002,2024-05-27_Cetacean_HumanObservation_0002,2024/5/27,2024,5,27,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,2,individuals,2~2,able to georeference,WGS84,121.934564,25.39787899,0.000001,,研海生態顧問股份有限公司,,,,不知,,,混群,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2024/5/27
KL_Cetacean_0000005,2024-05-27_Cetacean_HumanObservation_0003,2024/5/27,2024,5,27,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Pseudorca crassidens,species,偽虎鯨,25,individuals,20~30,able to georeference,WGS84,121.934564,25.39787899,0.000001,,研海生態顧問股份有限公司,,,,游走,,,混群,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:present},2024/5/27
KL_Cetacean_0000005,2024-05-27_Cetacean_HumanObservation_0004,2024/5/27,2024,5,27,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Pseudorca crassidens,species,偽虎鯨,25,individuals,20~30,able to georeference,WGS84,121.926685,25.38381902,0.000001,,研海生態顧問股份有限公司,,,,游走,,,重複目擊,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:present},2024/5/27
KL_Cetacean_0000002,2024-07-31_Cetacean_HumanObservation_0005,2024/7/31,2024,7,31,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,5,individuals,4~6,able to georeference,WGS84,122.229873,25.50202296,0.000001,,研海生態顧問股份有限公司,,,,不知,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:present},2024/7/31
KL_Cetacean_0000002,2024-07-31_Cetacean_HumanObservation_0006,2024/7/31,2024,7,31,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,4,individuals,4~5,able to georeference,WGS84,122.237997,25.51676597,0.000001,,研海生態顧問股份有限公司,,,,不知,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:unknown},2024/7/31
KL_Cetacean_0000002,2024-07-31_Cetacean_HumanObservation_0007,2024/7/31,2024,7,31,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,2,individuals,2~3,able to georeference,WGS84,122.246917,25.53949602,0.000001,,研海生態顧問股份有限公司,,,,不知,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:present},2024/7/31
KL_Cetacean_0000002,2024-07-31_Cetacean_HumanObservation_0008,2024/7/31,2024,7,31,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,1,individuals,1,able to georeference,WGS84,122.184824,25.55586898,0.000001,,研海生態顧問股份有限公司,,,,不知,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:unknown},2024/7/31
KL_Cetacean_0000002,2024-07-31_Cetacean_HumanObservation_0009,2024/7/31,2024,7,31,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,1,individuals,1,able to georeference,WGS84,122.173827,25.55186201,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:unknown},2024/7/31
KL_Cetacean_0000002,2024-07-31_Cetacean_HumanObservation_0010,2024/7/31,2024,7,31,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,17,individuals,15~18,able to georeference,WGS84,122.17085,25.537,0.000001,,研海生態顧問股份有限公司,,,,覓食(疑似)；游走,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:unknown},2024/7/31
KL_Cetacean_0000002,2024-09-12_Cetacean_HumanObservation_0011,2024/9/12,2024,9,12,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,4,individuals,4~5,able to georeference,WGS84,122.004804,25.39218399,0.000001,,研海生態顧問股份有限公司,,,,不知,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2024/9/12
KL_Cetacean_0000002,2024-09-12_Cetacean_HumanObservation_0012,2024/9/12,2024,9,12,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,13,individuals,15~20,able to georeference,WGS84,122.012102,25.460325,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:unknown},2024/9/12
KL_Cetacean_0000003,2025-04-08_Cetacean_HumanObservation_0001,2025/4/8,2025,4,8,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Delphinus,genus,真海豚屬,30,individuals,20~40,able to georeference,WGS84,121.8097,25.1871,0.000001,,研海生態顧問股份有限公司,,,,覓食、游走,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:present},2025/4/8
KL_Cetacean_0000002,2025-07-16_Cetacean_HumanObservation_0002,2025/7/16,2025,7,16,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,35,individuals,30~40,able to georeference,WGS84,122.063075,25.45225399,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2025/7/16
KL_Cetacean_0000008,2025-07-16_Cetacean_HumanObservation_0003,2025/7/16,2025,7,16,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops aduncus,species,印太瓶鼻海豚,18,individuals,15~20,able to georeference,WGS84,121.808975,25.19938102,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2025/7/16
KL_Cetacean_0000002,2025-08-19_Cetacean_HumanObservation_0004,2025/8/19,2025,8,19,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,5,individuals,4~5,able to georeference,WGS84,121.93958,25.32569,0.000001,,研海生態顧問股份有限公司,,,,游走,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2025/8/19
KL_Cetacean_0000002,2025-08-19_Cetacean_HumanObservation_0005,2025/8/19,2025,8,19,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops truncatus,species,真瓶鼻海豚,6,individuals,5~7,able to georeference,WGS84,121.99771,25.43135,0.000001,,研海生態顧問股份有限公司,,,,未知,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,{mother-calf pairs:null},2025/8/19
