Model,Avian,BenthicInvertebrate,Cetacean,Fish,Insect,Plant
Lomolino,104.84365384804343,,13.241291126790513,174.1235636275607,252.3467416173291,46.22172662636471
Asymp,8.845158554964229,65.3270756469405,1.0328833352725981,41.066411995797466,28.688651886992858,2.0181813877010484
Michaelis-Menten,43.999144422639745,144.50573681638977,1.3286694283943272,118.67992141222112,63.303501158464684,6.337702438536951
