Model,Avian,Benthic Invertebrate,Cetacean,Fish,Plant,Insect
lomolino,359.44034377916944,,17.210934777638368,432.33689189834763,166.13246019409584,458.322771316453
asymp,255.8824610909347,211.0182780025913,4.993645337014126,285.87477639891773,93.59631663657095,175.68027424409436
michaelis-menten,291.48732930210457,293.7937800289101,5.211667923969467,363.87843595603846,95.97704452435197,213.5370321690077
